KEGG;NAME;ENZYME;IAFMODEL;UMBBD;CODE
R05563;Biuret amidohydrolase|;3.5.1.84;None;None;N(HC(ON(H2))C(ON(H2)))<=>N(HC(ON(H2))C(O(H)O))
R00793;Hydroxylamine:oxygen oxidoreductase|;1.7.3.4;None;None;N(O(H)O)<=>(N(H2)O(H))
R05482;;;None;None;N(O(H)O)<=>C(H)(C(H)(C(O(H))(C(H)(C(H)(C(N(H2))(){1})))))<1>
R05258;;1.14.13.0;None;None;N(O(H)O)<=>C(H)(C(H)(C(O(H))(C(H)(C(H)(C(N[+1](O(H)O))(){1})))))<1>
R00791;Nitrite:ferredoxin oxidoreductase|;1.7.7.2;None;None;N(O(H)O)<=>N(O(H)OO)
R00794;NADH:nitrate oxidoreductase|;1.7.1.1|1.7.1.2;None;None;N(O(H)O)<=>N(O(H)OO)
R00796;NADPH:nitrate oxidoreductase|;1.7.1.2|1.7.1.3;None;None;N(O(H)O)<=>N(O(H)OO)
R00798;Nitrite:(acceptor) oxidoreductase|;1.7.99.4;None;None;N(O(H)O)<=>N(O(H)OO)
R00800;;;None;None;N(O(H)O)<=>N(O(H)OO)
R01106;Nitrite:(acceptor) oxidoreductase|;1.7.99.4;None;None;N(O(H)O)<=>N(O(H)OO)
R00792;Ferrocytochrome:nitrate oxidoreductase|;1.9.6.1;None;None;N(O(H)OO)<=>N(O(H)O)
R02165;Nitrite:(acceptor) oxidoreductase|;1.7.99.4;None;None;N(O(H)OO)<=>N(O(H)O)
R02512;Trimethylamine-N-oxide formaldehyde-lyase|;4.1.2.32;None;None;N[+1](O(H)C(H3)C(H3)C(H3))<=>(C(H2)O)+N(HC(H3)C(H3))
R01288;O-Succinyl-L-homoserine succinate-lyase (adding cysteine)|;2.5.1.48;None;None;O(C(OC(H2C(H2C(O(H)O))))C(H2C(H2C(HN(H2)C(O(H)O)))))+S(RR)<=>(C(H2C(H2S(H)))C(HN(H2)C(O(H)O)))+(C(H2C(O(H)O))C(H2C(O(H)O)))
R00999;O-Succinyl-L-homoserine succinate-lyase (adding cysteine)|;2.5.1.48;None;None;O(C(OC(H2C(H2C(O(H)O))))C(H2C(H2C(HN(H2)C(O(H)O)))))<=>(C(H2C(O(H)O))C(H2C(O(H)O)))+C(OC(O(H)O)C(H2C(H3)))
R00048;(R)-3-((R)-3-Hydroxybutanoyloxy)-butanoate hydroxybutanoylhydrolase|;3.1.1.22;None;None;O(C(OC(H2C(HO(H)C(H3))))C(HC(H3)C(H2C(O(H)O))))<=>(2)C(H2C(O(H)O)C(HO(H)C(H3)))
R02359;Urethane amidohydrolase (decarboxylating)|;3.5.1.75;None;None;O(C(ON(H2))C(H2C(H3)))<=>C(H2O(H)C(H3))
R02682;Long-chain-acyl-ethyl-ester acylhydrolase|;3.1.1.67;None;None;O(C(RO)C(H2C(H3)))<=>C(H2C(O(H)O)C(H2R))+C(H2O(H)C(H3))
R00295;Trithionate: (acceptor) oxidoreductase|;1.8.99.3;None;None;O(H2)+S(S(O(H)OO)S(O(H)OO))<=>(3)S(O(H)O(H)O)
R04571;O-1-Alkyl-2-acyl-sn-glycero-3-phosphoethanolamine,hydrogen-oxidoreductase|;1.14.99.19;None;None;O(P(O(H)O(C(H2C(H2N(H2))))O)C(H2C(HO(C(RO))C(H2O(R)))))<=>C(H2O(P(O(H)O(C(H2C(H2N(H2))))O))C(HO(C(RO))C(H2O(C(HC(HR))))))
R04362;1-Alkyl-sn-glycero-3-phosphoethanolamine ethanolaminehydrolase|;3.1.4.39;None;None;O(P(O(H)O(C(H2C(H2N(H2))))O)C(H2C(HO(H)C(H2O(R)))))<=>(C(H2N(H2))C(H2O(H)))+(C(H2O(P(O(H)O(H)O)))C(HO(H)C(H2O(R))))
R01309;2-Lysophosphatidylcholine acylhydrolase|;3.1.1.5;None;None;O(P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))<=>(2)C(RO(H)O)+P(O(H)O(C(H2C(HO(H)C(H2O(H)))))O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)
R01312;Phosphatidylcholine cholinephosphohydrolase|;3.1.4.3;None;None;O(P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))<=>(C(H2O(C(RO)))C(HO(C(RO))C(H2O(H))))+C(H2O(P(O(H)O(H)O))C(H2N[+1](C(H3)C(H3)C(H3))))
R01317;Phosphatidylcholine 2-acylhydrolase|;3.1.1.4;None;None;O(P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))<=>(C(H2O(P(O(R)O(H)O)))C(HO(H)C(H2O(C(RO)))))+C(H2C(HC(HC(H2C(HC(HC(H2C(H2C(H2C(O(H)O)))))))))C(HC(HC(H2C(HC(HC(H2C(H2C(H2C(H2C(H3)))))))))))
R04514;Phosphatidylcholine:retinol-(cellular-retinol-binding-protein)|;2.3.1.135;None;None;O(P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))<=>(O(C(H2C(HO(C(RO))C(H2O(H)))))P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O))+C(H2)(C(H2)(C(C(H3)C(H3))(C(C(HC(HC(C(HC(HC(HC(C(HC(H2O(R)))C(H3)))))C(H3)))))(C(C(H3))(C(H2)(){1})))))<1>
R01314;Phosphatidylcholine 1-acylhydrolase|;3.1.1.32;None;None;O(P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))<=>(O(C(H2C(HO(C(RO))C(H2O(H)))))P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O))+C(RO(H)O)
R01316;Phosphatidylcholine 1-acylhydrolase|;3.1.1.32;None;None;O(P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))<=>(O(C(H2C(HO(C(RO))C(H2O(H)))))P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O))+C(RO(H)O)
R01310;Phosphatidylcholine phosphatidohydrolase|;3.1.4.4;None;None;O(P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))<=>C(H2N[+1](C(H3)C(H3)C(H3))C(H2O(H)))+C(HO(C(RO))C(H2O(P(O(H)O(H)O)))C(H2O(C(RO))))
R07064;Phosphatidylcholine 2-acylhydrolase|;3.1.1.4;None;None;O(P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))<=>C(HC(HC(H2C(HC(HC(H2C(H2C(H2C(H2C(H3)))))))))C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(O(H)O)))))))))+O(P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)C(H2C(HO(H)C(H2O(C(RO))))))
R01313;Phosphatidylcholine 2-acylhydrolase|;3.1.1.4;None;None;O(P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))<=>C(RO(H)O)+O(P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)C(H2C(HO(H)C(H2O(C(RO))))))
R01315;Phosphatidylcholine 2-acylhydrolase|;3.1.1.4;None;None;O(P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))<=>C(RO(H)O)+O(P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)C(H2C(HO(H)C(H2O(C(RO))))))
R02746;1-Acyl-sn-glycero-3-phosphocholine acylhydrolase|;3.1.1.5;None;None;O(P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)C(H2C(HO(H)C(H2O(C(RO))))))<=>C(RO(H)O)+P(O(H)O(C(H2C(HO(H)C(H2O(H)))))O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)
R02055;Phsophatidyl-L-serine carboxy-lyase|;4.1.1.65;None;None;O(P(O(H)O(C(H2C(HN(H2)C(O(H)O))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))<=>(C(H2C(HO(C(RO))C(H2O(C(RO)))))O(P(O(H)O(C(H2C(H2N(H2))))O)))
R04034;Phosphatidylserine 1-acylhydrolase|;3.1.1.32;None;None;O(P(O(H)O(C(H2C(HN(H2)C(O(H)O))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))<=>C(RO(H)O)+O(P(O(H)O(C(H2C(HN(H2)C(O(H)O))))O)C(H2C(HO(C(RO))C(H2O(C(HO))))))
R04511;Phosphatidylglycerol:membrane-derived-oligosaccharide-D-glucose|;2.7.8.20;None;None;O(P(O(H)O(C(H2C(HO(H)C(H2O(H)))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))<=>(C(H2O(C(RO)))C(HO(C(RO))C(H2O(H))))
R02027;Phosphatidylglycerol cholinephosphohydrolase|;3.1.4.3;None;None;O(P(O(H)O(C(H2C(HO(H)C(H2O(H)))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))<=>(C(H2O(C(RO)))C(HO(C(RO))C(H2O(H))))+C(H2O(P(O(H)O(H)O))C(HO(H)C(H2O(H))))
R00317;Acetyl phosphate phosphohydrolase|;3.6.1.7;None;None;O(P(O(H)O(H)O)C(OC(H3)))<=>C(O(H)OC(H3))
R01400;;;None;None;O(P(O(H)O(H)O)C(ON(H2)))<=>
R00626;Orthophosphoric-monoester phosphohydrolase (alkaline optimum)|;3.1.3.1|3.1.3.2;None;None;O(P(O(H)O(H)O)C(RO))<=>(O(H)R)
R00539;Acyl phosphate phosphohydrolase|;3.6.1.7;None;None;O(P(O(H)O(H)O)C(RO))<=>C(RO(H)O)
R02504;Trimetaphosphate hydrolase|;3.6.1.2;None;None;O(P(O(H)O)(O(P(O(H)O)(O(P(O(H)O)(){1})))))<1><=>P(O(P(O(H)O(H)O))O(P(O(H)O(H)O))O(H)O)
R05165;1-Carboxyvinyl carboxyphosphonate phosphorylmutase (decarboxylating)|;2.7.8.23;None;None;O(P(O(H)OC(O(H)O))C(C(O(H)O)C(H2)))<=>(C(H2P(HO(H)O))C(OC(O(H)O)))
R01658;Dimethylallyl-diphosphate:isopentenyl-diphosphate|;2.5.1.1|2.5.1.10|2.5.1.29;None;None;O(P(O(P(O(H)O(H)O))O(H)O)C(H2C(H2C(C(H3)C(H2)))))+O(P(O(P(O(H)O(H)O))O(H)O)C(H2C(HC(C(H3)C(H3)))))<=>C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O)))C(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))
R01659;Dimethylallyl-diphosphate:isopentenyl-diphosphate|;2.5.1.28;None;None;O(P(O(P(O(H)O(H)O))O(H)O)C(H2C(H2C(C(H3)C(H2)))))+O(P(O(P(O(H)O(H)O))O(H)O)C(H2C(HC(C(H3)C(H3)))))<=>C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O)))C(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))
R01123;Isopentenyl-diphosphate delta3-delta2-isomerase|;5.3.3.2;None;None;O(P(O(P(O(H)O(H)O))O(H)O)C(H2C(H2C(C(H3)C(H2)))))<=>O(P(O(P(O(H)O(H)O))O(H)O)C(H2C(HC(C(H3)C(H3)))))
R02943;;;None;None;O(P(O(P(O(H)O(H)O))O(H)O)C(H2C(HC(C(H3)C(H3)))))<=>C(H)(C(C(H2C(HN(H2)C(O(H)O))))(C(C(C(H)(C(H)(C(H)(C(C(H2C(HC(C(H3)C(H3)))))(){3})))N(H)(){1}))<3>))<1>
R04038;2-Isopentenyl-diphosphate:AMP delta2-isopentenyltransferase|;2.5.1.27;None;None;O(P(O(P(O(H)O(H)O))O(H)O)C(H2C(HC(C(H3)C(H3)))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(H)O(H)O))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(HC(H2C(HC(C(H3)C(H3))))))(){5})))){2})<5>)))<2>)<1>
R03541;Prenyl-diphosphate pyrophosphohydrolase|;3.1.7.1;None;None;O(P(O(P(O(H)O(H)O))O(H)O)C(H2C(HC(C(H3)C(H3)))))<=>C(HC(H2O(H))C(C(H3)C(H3)))
R05746;phosphonate:NAD+ oxidoreductase|;1.20.1.1;None;None;P(HO(H)O(H)O)<=>
R01533;Diisopropyl-fluorophosphate fluorohydrolase|;3.1.8.2;None;None;P(O(C(HC(H3)C(H3)))O(C(HC(H3)C(H3)))OF)<=>F(H)+P(O(H)O(C(HC(H3)C(H3)))O(C(HC(H3)C(H3)))O)
R00001;Polyphosphate polyphosphohydrolase|;3.6.1.10;None;None;P(O(H)O(*)O(*)O)<=>O(P(O(H)O(*)O)P(O(H)O(*)O))
R01030;sn-Glycero-3-phosphocholine glycerophosphohydrolase|;3.1.4.2|3.1.4.46;None;None;P(O(H)O(C(H2C(HO(H)C(H2O(H)))))O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)<=>C(H2N[+1](C(H3)C(H3)C(H3))C(H2O(H)))+C(H2O(P(O(H)O(H)O))C(HO(H)C(H2O(H))))
R02591;sn-Glycero-3-phosphocholine cholinephosphohydrolase|;3.1.4.38;None;None;P(O(H)O(C(H2C(HO(H)C(H2O(H)))))O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)<=>C(H2O(P(O(H)O(H)O))C(H2N[+1](C(H3)C(H3)C(H3))))+C(HO(H)C(H2O(H))C(H2O(H)))
R02029;Phosphatidylglycerophosphate phosphohydrolase|;3.1.3.27;None;None;P(O(H)O(C(H2C(HO(H)C(H2O(P(O(H)O(H)O))))))O(C(H2C(HO(C(RO))C(H2O(C(RO))))))O)<=>O(P(O(H)O(C(H2C(HO(H)C(H2O(H)))))O)C(H2C(HO(C(RO))C(H2O(C(RO))))))
R00138;Triphosphate phosphohydrolase|;3.6.1.25;None;None;P(O(P(O(H)O(H)O))O(P(O(H)O(H)O))O(H)O)<=>
R05486;;;None;None;P(SO(H)O(C(H2C(H3)))O(C(H2C(H3))))<=>P(O(H)O(C(H2C(H3)))O(C(H2C(H3)))O)+S(H2)
R00858;Hydrogen-sulfide:NADP+ oxidoreductase|;1.8.1.2;None;None;S(H2)<=>S(O(H)O(H)O)
R00859;Hydrogen-sulfide:ferredoxin oxidoreductase|;1.8.7.1;None;None;S(H2)<=>S(O(H)O(H)O)
R00861;Hydrogen-sulfide:(acceptor) oxidoreductase|;1.8.99.1;None;None;S(H2)<=>S(O(H)O(H)O)
R00860;AMP,sulfite:(acceptor) oxidoreductase|;1.8.99.2;None;None;S(O(H)O(H)O)<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(S(O(H)OO))O(H)O))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>
R05963;;3.2.1.52;None;None;S(O(H)O(H)O)<=>C(H2O(P(O(H)O(H)O))C(HO(H)C(H2O(H))))+C(HC(H2O(H)))(C(HO(H))(C(HO(H))(C(HN(HC(OC(H3))))(C(HO(H))(O(){1})))))<1>
R00528;Sulfite:ferricytochrome-c oxidoreductase|;1.8.2.1;None;None;S(O(H)O(H)O)<=>S(O(H)O(H)OO)
R00533;Sulfite:oxygen oxidoreductase|;1.8.3.1;None;None;S(O(H)O(H)O)<=>S(O(H)O(H)OO)
R00529;ATP:sulfate adenylyltransferase|;2.7.7.4;None;None;S(O(H)O(H)OO)<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(S(O(H)OO))O(H)O))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>
R00530;ADP:sulfate adenylyltransferase|;2.7.7.5;None;None;S(O(H)O(H)OO)<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(S(O(H)OO))O(H)O))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>
R04860;Coenzyme A:oxidized-glutathione oxidoreductase|;1.8.4.3;None;None;S(O(H)O(H)OO)<=>C(H2S(S(O(H)OO))C(HN(H2)C(O(H)O)))+N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(H))))
R05072;Thiosulfate:dithioerythritol sulfurtransferase|;2.8.1.5;None;None;S(S(H)O(H)OO)<=>S(H2)+S(O(H)O(H)O)
R01930;Trithionate thiosulfohydrolase|;3.12.1.1;None;None;S(S(O(H)OO)S(O(H)OO))<=>S(O(H)O(H)OO)+S(S(H)O(H)OO)
R00864;;;None;None;S+S(O(H)O(H)O)<=>S(S(H)O(H)OO)
R03533;Sulfur oxidoreductase|;1.97.1.3;None;None;S<=>S(H2)
R00781;Sulfur:oxygen oxidoreductase|;1.13.11.18;None;None;S<=>S(O(H)O(H)O)
R03595;ATP:selenide, water phosphotransferase|;2.7.9.3;None;None;Se(H2)<=>P(SeO(H)O(H)O(H))
R03596;Hydrogen selenide:NADP+ oxidoreductase|;1.8.1.2;None;None;Se(H2)<=>Se[+2](O(H)O(H)O)
R03597;Hydrogen-selenide:(acceptor) oxidoreductase|;1.8.99.1;None;None;Se(H2)<=>Se[+2](O(H)O(H)O)
R03600;Hydrogen-sulfide:ferredoxin oxidoreductase|;1.8.7.1;None;None;Se(H2)<=>Se[+2](O(H)O(H)O)
R03602;;;None;None;Se(H2)<=>Se[+2](O(H)O(H)O)
R03603;;;None;None;Se(H2)<=>Se[+4](O(H)O(H)OO)
R04927;AMP,sulfite:(acceptor) oxidoreductase|;1.8.99.2;None;None;Se[+2](O(H)O(H)O)<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(Se[+4](O(H)OO))O(H)O))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>
R04929;ATP:sulfate adenylyltransferase|;2.7.7.4;None;None;Se[+4](O(H)O(H)OO)<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(Se[+4](O(H)OO))O(H)O))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>
None;23PDE2pp|2',3'-cyclic-nucleotide phosphodiesterase (UMP) (periplasm)|;3.1.4.16;23PDE2pp;None;C(H)(C(H)(C(HC(H2O(H)))(O(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>){1}))O(P(O(H)O)(O()))))<1><=>C(H)(C(HO(H))(C(HO(P(O(H)O(H)O)))(C(HC(H2O(H)))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
None;23PDE4pp|2',3'-cyclic-nucleotide phosphodiesterase (CMP) (periplasm)|;3.1.4.16;23PDE4pp;None;C(H)(C(H)(C(HC(H2O(H)))(O(C(H)(N(C(H)(C(H)(C(N(H2))(N(C(O)(){6})))))<6>){1}))O(P(O(H)O)(O()))))<1><=>C(H)(C(HO(H))(C(HO(P(O(H)O(H)O)))(C(HC(H2O(H)))(O(){1})))N(C(H)(C(H)(C(N(H2))(N(C(O)(){2})))))<2>)<1>
None;23PDE7pp|2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)|;3.1.4.16;23PDE7pp;None;C(H)(C(H)(C(HC(H2O(H)))(O(C(H)(N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){9})))){6})<9>)))<6>){1}))O(P(O(H)O)(O()))))<1><=>C(H)(C(HO(H))(C(HO(P(O(H)O(H)O)))(C(HC(H2O(H)))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>
None;23PDE9pp|2',3'-cyclic-nucleotide phosphodiesterase (GMP) (periplasm)|;3.1.4.16;23PDE9pp;None;C(H)(C(H)(C(HC(H2O(H)))(O(C(H)(N(C(H)(N(C(C(N(C(N(H2))(N(H)(C(O)(){9})))){6})<9>)))<6>){1}))O(P(O(H)O)(O()))))<1><=>C(H)(C(HO(H))(C(HO(P(O(H)O(H)O)))(C(HC(H2O(H)))(O(){1})))N(C(H)(N(C(C(N(C(N(H2))(N(H)(C(O)(){5})))){2})<5>)))<2>)<1>
None;2AGPEAT120|2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0)|;2.3.1.40;2AGPEAT120;None;(C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3)))))))))))C(O(C(H2C(HO(H)C(H2O(P(O(H)O(C(H2C(H2N(H2))))O))))))O))+C(H2C(H2C(H2C(H2C(H2C(O(H)O)))))C(H2C(H2C(H2C(H2C(H2C(H3)))))))<=>(C(H2O(C(OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3))))))))))))))C(HO(C(OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3)))))))))))))C(H2O(P(O(H)O(C(H2C(H2N(H2))))O)))))
None;2AGPEAT140|2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0)|;2.3.1.40;2AGPEAT140;None;(C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3))))))))))))C(H2C(O(C(H2C(HO(H)C(H2O(P(O(H)O(C(H2C(H2N(H2))))O))))))O)))+C(H2C(H2C(H2C(H2C(H2C(H2C(O(H)O))))))C(H2C(H2C(H2C(H2C(H2C(H2C(H3))))))))<=>(C(H2O(C(OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3))))))))))))))))C(HO(C(OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3)))))))))))))))C(H2O(P(O(H)O(C(H2C(H2N(H2))))O)))))
None;2AGPEAT141|2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1)|;2.3.1.40;2AGPEAT141;None;(C(H2C(H2C(H2C(H2C(HC(HC(H2C(H2C(H2C(H2C(H2C(H3))))))))))))C(H2C(O(C(H2C(HO(H)C(H2O(P(O(H)O(C(H2C(H2N(H2))))O))))))O)))+C(H2C(H2C(H2C(H2C(H2C(H2C(O(H)O))))))C(H2C(H2C(H2C(H2C(H2C(HC(H2))))))))<=>(C(H2O(C(OC(H2C(H2C(H2C(H2C(H2C(HC(HC(H2C(H2C(H2C(H2C(H2C(H3))))))))))))))))C(HO(C(OC(H2C(H2C(H2C(H2C(H2C(HC(HC(H2C(H2C(H2C(H2C(H2C(H3)))))))))))))))C(H2O(P(O(H)O(C(H2C(H2N(H2))))O)))))
None;2AGPEAT160|2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0)|;2.3.1.40;2AGPEAT160;None;(C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3)))))))))))))C(H2C(H2C(O(C(H2C(HO(H)C(H2O(P(O(H)O(C(H2C(H2N(H2))))O))))))O))))+C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(O(H)O)))))))C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3)))))))))<=>(C(H2O(C(OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3))))))))))))))))))C(HO(C(OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3)))))))))))))))))C(H2O(P(O(H)O(C(H2C(H2N(H2))))O)))))
None;2AGPEAT161|2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1)|;2.3.1.40;2AGPEAT161;None;(C(H2C(H2C(H2C(H2C(H2C(HC(HC(H2C(H2C(H2C(H2C(H2C(H3)))))))))))))C(H2C(H2C(O(C(H2C(HO(H)C(H2O(P(O(H)O(C(H2C(H2N(H2))))O))))))O))))+C(H2C(HC(HC(H2C(H2C(H2C(H2C(H2C(H3))))))))C(H2C(H2C(H2C(H2C(H2C(H2C(O(H)O))))))))<=>(C(H2O(C(OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(HC(HC(H2C(H2C(H2C(H2C(H2C(H3))))))))))))))))))C(HO(C(OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(HC(HC(H2C(H2C(H2C(H2C(H2C(H3)))))))))))))))))C(H2O(P(O(H)O(C(H2C(H2N(H2))))O)))))
None;2AGPEAT180|2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0)|;2.3.1.40;2AGPEAT180;None;(C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3))))))))))))))C(H2C(H2C(H2C(O(C(H2C(HO(H)C(H2O(P(O(H)O(C(H2C(H2N(H2))))O))))))O)))))+C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(O(H)O))))))))C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3))))))))))<=>(C(H2O(C(OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3))))))))))))))))))))C(HO(C(OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3)))))))))))))))))))C(H2O(P(O(H)O(C(H2C(H2N(H2))))O)))))
None;2AGPEAT181|2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1)|;2.3.1.40;2AGPEAT181;None;(C(H2C(H2C(H2C(H2C(H2C(H2C(HC(HC(H2C(H2C(H2C(H2C(H2C(H3))))))))))))))C(H2C(H2C(H2C(O(C(H2C(HO(H)C(H2O(P(O(H)O(C(H2C(H2N(H2))))O))))))O)))))+C(HC(HC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3)))))))))C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(O(H)O)))))))))<=>(C(H2O(C(OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(HC(HC(H2C(H2C(H2C(H2C(H2C(H3))))))))))))))))))))C(HO(C(OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(HC(HC(H2C(H2C(H2C(H2C(H2C(H3)))))))))))))))))))C(H2O(P(O(H)O(C(H2C(H2N(H2))))O)))))
None;2AGPGAT120|2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0)|;2.3.1.40;2AGPGAT120;None;C(H2C(H2C(H2C(H2C(H2C(O(H)O)))))C(H2C(H2C(H2C(H2C(H2C(H3)))))))+C(O(C(H2C(HO(H)C(H2O(P(O(H)O(C(H2C(HO(H)C(H2O(H)))))O))))))OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3))))))))))))<=>(C(H2O(C(OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3))))))))))))))C(HO(C(OC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3)))))))))))))C(H2O(P(O(H)O(C(H2C(HO(H)C(H2O(H)))))O)))))
